route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,12h 00m,9:30,4.1,INR 844,38
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),20:00,11h 00m,7:00,3,1305,20
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,LIMOLINER,A/C Sleeper (2+1),19:30,11h 00m,6:30,4.1,1150,16
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:15,09h 45m,7:00,3.9,INR 1600,11
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,IntrCity SmartBus,AC Sleeper (2+1),20:45,11h 45m,8:30,3.8,INR 1233,26
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Ramana Tours And Travels,A/C Sleeper (2+1),18:45,12h 00m,6:45,4.1,1300,29
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,V Kaveri Travels,A/C Sleeper (2+1),18:30,11h 00m,5:30,3.6,INR 1400,25
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),19:45,10h 30m,6:15,3.3,INR 1400,27
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),20:45,10h 45m,7:30,3,INR 1149,25
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,12h 15m,8:15,2.9,INR 1300,34
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),21:15,10h 45m,8:00,2.8,1260,29
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),19:00,11h 30m,6:30,2.6,1260,31
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sri Krishna Travels,A/C Seater / Sleeper (2+1),18:30,11h 00m,5:30,3.5,INR 900,29
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Shama Sardar Travels HPM,A/C Sleeper (2+1),20:30,12h 00m,8:30,1.6,INR 999,21
Chennai to Bangalore Bus,https://www.redbus.in/bus-tickets/chennai-to-bangalore?fromCityName=Chennai&fromCityId=123&toCityName=Bangalore&toCityId=122&busType=Any&opId=17101&onward=18-Jul-2024https://www.redbus.in/bus-tickets/chennai-to-hyderabad?fromCityName=Chennai&fromCityId=123&toCityName=Hyderabad&toCityId=124&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Bharathi Travels,A/C Sleeper (2+1),20:30,11h 40m,8:10,3.4,INR 1999,17
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 1135,Lahari Non A/C Sleeper Cum Seater,16:30,07h 50m,0:20,3.4,INR 532,42
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,07h 50m,1:20,3.7,INR 533,41
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7936,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,07h 30m,2:20,3.4,INR 504,31
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,07h 30m,3:10,4.5,INR 504,30
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07h 30m,4:00,3.7,INR 504,28
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,07h 30m,5:00,4.2,INR 504,41
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7912,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,07h 30m,5:20,4.2,INR 504,30
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7961,Lahari A/C sleeper,22:30,07h 30m,6:00,4.2,INR 611,45
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,TSRTC - 7914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07h 30m,6:45,3.9,INR 504,31
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sahara Tours and Travels,A/C Sleeper (2+1),22:30,06h 15m,4:45,3.8,INR 650,18
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sahara Tours and Travels,Non AC Seater (2+2),22:00,06h 30m,4:30,3.6,INR 450,26
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Muskan Travels,NON A/C Semi Sleeper (2+2),21:30,08h 30m,6:00,3.5,371,21
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,07h 00m,5:30,3.4,377,29
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,A/C Sleeper (2+1),22:00,05h 45m,3:45,4,765,30
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,07h 15m,5:30,3.6,INR 599,20
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Lucky travels,A/C Sleeper (2+1),22:15,07h 45m,6:00,3.1,560,31
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,A/C Sleeper (2+1),22:00,05h 45m,3:45,2.9,990,15
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Metro Tours and Travels,NON A/C Sleeper (2+1),22:15,07h 00m,5:15,3.1,569,22
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:50,04h 55m,4:45,3,855,17
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,05h 30m,0:30,2.9,810,11
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Sitara Travels,NON A/C Airbus (2+2),22:30,06h 45m,5:15,2.9,426,41
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,SRS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,05h 30m,3:30,3.6,INR 800,39
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Pooja Travels,A/C Sleeper (2+1),20:10,08h 25m,4:35,3.1,INR 1100,24
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Pooja Travels,NON A/C Sleeper (2+1),22:00,07h 40m,5:40,3,INR 900,19
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Pooja Travels,NON A/C Seater (2+2),21:00,08h 10m,5:10,1.7,INR 700,24
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 45m,5:15,1.7,1899,12
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Pooja Travels,A/C Sleeper (2+1),20:00,07h 05m,3:05,2.4,INR 1000,23
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Shree Khurana Shabrij Travels,A/C Sleeper (2+1),22:30,04h 45m,3:15,2,INR 800,22
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Saini Travels Pvt. Ltd.,Volvo Multi Axle Sleeper B11R (2+1),21:45,05h 00m,2:45,3.9,INR 1000,34
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,05h 45m,3:15,3.9,INR 1000,30
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Vijayant Travels,A/C Sleeper (2+1),21:45,05h 30m,3:15,3.9,INR 1200,24
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Saini Travels Pvt. Ltd.,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,05h 00m,3:30,3.9,INR 1100,21
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),20:00,06h 00m,2:00,3.7,INR 1145,25
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Diamond Travels,NON A/C Seater (2+1),22:30,06h 30m,5:00,2.7,INR 400,27
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Diamond Travels,NON A/C Seater (2+1),22:00,06h 15m,4:15,2.6,INR 600,28
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Diamond Travels,AC Sleeper (2+1),21:30,06h 15m,3:45,2.6,INR 1000,24
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,05h 45m,5:30,2.6,INR 1299,42
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,DHANUNJAYA TRAVELS,A/C Sleeper (2+1),20:30,06h 00m,2:30,2.3,INR 800,6
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,S.M Travel & logistics,NON A/C Sleeper (2+1),21:30,06h 00m,3:30,3.7,INR 700,30
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,05h 45m,5:30,2.6,INR 999,50
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,DHANUNJAYA TRAVELS,A/C Sleeper (2+1),20:45,05h 45m,2:30,2.3,INR 800,17
Hyderabad to Adilabad Bus,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad?fromCityId=124&toCityId=70995&fromCityName=Hyderabad&toCityName=Adilabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,NTC Nagpur Travels,A/C Sleeper (2+1),23:45,06h 15m,6:00,2.1,INR 3800,38
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,13:30,11h 15m,0:45,3.3,INR 697,52
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - STD0053,Ordinary Non AC Seater 2+3,14:00,10h 45m,0:45,3.3,INR 724,52
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,10h 45m,2:45,3.3,INR 724,52
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,11h 51m,3:51,3.3,INR 697,52
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,11h 15m,4:15,3.3,INR 698,52
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,09h 45m,3:15,3.3,INR 955,37
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - SBD0030,Pink Express AC Seater 2+2,19:00,10h 00m,5:00,3,INR 955,41
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,09h 28m,5:30,3.3,INR 827,48
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - SBD0032,Pink Express AC Seater 2+2,21:30,09h 45m,7:15,2.5,INR 955,41
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,08h 15m,6:45,2.8,INR 955,36
Delhi to Sitapur (Uttar Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-sitapur?fromCityId=733&toCityId=1438&fromCityName=Delhi&toCityName=Sitapur%20(Uttar%20Pradesh)&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,08h 15m,6:30,3.9,INR 799,33
Ongole to Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad?fromCityId=135&toCityId=124&fromCityName=Ongole&toCityName=Hyderabad&busType=Any&opId=0&onward=18-Jul-2024&srcCountry=IND&destCountry=IND,APSRTC - 5380,Super Luxury (Non AC Seater 2+2 Push Back),19:00,10h 06m,5:06,3.7,INR 624,17
